=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2018.12.10 05:59:55 =~=~=~=~=~=~=~=~=~=~=~=
1hm
ms -> 997ms, 1000ms -> 1000ms, 54.82 LDR mV | 8.29 lx | 995.58 hPa | 18.67 °C | 18.28 RH % | 0.00 CO vout raw | inf CO rs ohm
ms -> 997ms, 1000ms -> 1000ms, 54.82 LDR mV | 8.29 lx | 995.58 hPa | 18.67 °C | 18.28 RH % | 0.00 CO vout raw | inf CO rs ohm
SAP::STATUS {
  STATUS::OK == 0
  STATUS::BAD_WIRING_I2C_BME280 == 1
  STATUS::BAD_ILLUMINANCE == 2
};
--> sap.status: 0 <--
14ms -> 14ms, 995ms -> 995ms, 997ms -> 997ms, 1000ms -> 1000ms, 0.00 LDR mV | 0.00 lx | 996.23 hPa | 18.29 °C | 95.70 RH % | 0.00 CO vout raw | inf CO rs ohm
14ms -> 14ms, 995ms -> 995ms, 997ms -> 997ms, 1000ms -> 1000ms, 3.92 LDR mV | 1.67 lx | 996.25 hPa | 18.29 °C | 95.70 RH % | 0.00 CO vout raw | inf CO rs ohm
14ms -> 14ms, 995ms -> 995ms, 997ms -> 997ms, 1000ms -> 1000ms, 0.00 LDR mV | 0.00 lx | 996.28 hPa | 18.27 °C | 95.70 RH % | 0.00 CO vout raw | inf CO rs ohm
14ms -> 14ms, 995ms -> 995ms, 997ms -> 997ms, 1000ms -> 1000ms, 3.92 LDR mV | 1.67 lx | 996.23 hPa | 18.27 °C | 95.70 RH % | 0.00 CO vout raw | inf CO rs ohm
14ms -> 14ms, 995ms -> 995ms, 997ms -> 997ms, 1000ms -> 1000ms, 3.92 LDR mV | 1.67 lx | 996.23 hPa | 18.26 °C | 95.70 RH % | 6.00 CO vout raw | 1710002.50 CO rs ohm
14ms -> 13ms, 995ms -> 994ms, 997ms -> 996ms, 1000ms -> 999ms, 0.00 LDR mV | 0.00 lx | 996.24 hPa | 18.26 °C | 95.70 RH % | 0.00 CO vout raw | inf CO rs ohm
14ms -> 13ms, 995ms -> 994ms, 997ms -> 996ms, 1000ms -> 999ms, 3.92 LDR mV | 1.67 lx | 996.24 hPa | 18.26 °C | 95.70 RH % | 1.00 CO vout raw | 10310407.00 CO rs ohm
14ms -> 13ms, 995ms -> 994ms, 997ms -> 996ms, 1000ms -> 999ms, 0.00 LDR mV | 0.00 lx | 996.24 hPa | 18.26 °C | 95.70 RH % | 6.00 CO vout raw | 1710002.50 CO rs ohm
14ms -> 14ms, 995ms -> 995ms, 997ms -> 997ms, 1000ms -> 1001ms, 3.92 LDR mV | 1.67 lx | 996.26 hPa | 18.25 °C | 95.70 RH % | 0.00 CO vout raw | inf CO rs ohm
14ms -> 14ms, 995ms -> 995ms, 997ms -> 998ms, 1000ms -> 1001ms, 0.00 LDR mV | 0.00 lx | 996.22 hPa | 18.24 °C | 95.70 RH % | 0.00 CO vout raw | inf CO rs ohm
14ms -> 15ms, 995ms -> 995ms, 997ms -> 998ms, 1000ms -> 1001ms, 3.92 LDR mV | 1.67 lx | 996.22 hPa | 18.24 °C | 95.70 RH % | 0.00 CO vout raw | inf CO rs ohm
14ms -> 15ms, 995ms -> 996ms, 997ms -> 998ms, 1000ms -> 1001ms, 3.92 LDR mV | 1.67 lx | 996.25 hPa | 18.23 °C | 95.70 RH % | 0.00 CO vout raw | inf CO rs ohm
14ms -> 14ms, 995ms -> 996ms, 997ms -> 997ms, 1000ms -> 1001ms, 0.00 LDR mV | 0.00 lx | 996.21 hPa | 18.22 °C | 95.70 RH % | 1.00 CO vout raw | 10310407.00 CO rs ohm
14ms -> 15ms, 995ms -> 996ms, 997ms -> 998ms, 1000ms -> 1001ms, 3.92 LDR mV | 1.67 lx | 996.22 hPa | 18.22 °C | 95.70 RH % | 1.00 CO vout raw | 10310407.00 CO rs ohm
14ms -> 14ms, 995ms -> 995ms, 997ms -> 997ms, 1000ms -> 1000ms, 7.83 LDR mV | 2.36 lx | 996.30 hPa | 18.22 °C | 95.70 RH % | 0.00 CO vout raw | inf CO rs ohm
14ms -> 14ms, 995ms -> 995ms, 997ms -> 997ms, 1000ms -> 1000ms, 0.00 LDR mV | 0.00 lx | 996.24 hPa | 18.22 °C | 95.70 RH % | 0.00 CO vout raw | inf CO rs ohm
14ms -> 14ms, 995ms -> 995ms, 997ms -> 997ms, 1000ms -> 1000ms, 0.00 LDR mV | 0.00 lx | 996.26 hPa | 18.21 °C | 95.70 RH % | 0.00 CO vout raw | inf CO rs ohm
14ms -> 14ms, 995ms -> 995ms, 997ms -> 997ms, 1000ms -> 1000ms, 7.83 LDR mV | 2.36 lx | 996.24 hPa | 18.21 °C | 95.70 RH % | 0.00 CO vout raw | inf CO rs ohm
14ms -> 14ms, 995ms -> 995ms, 997ms -> 997ms, 1000ms -> 1000ms, 0.00 LDR mV | 0.00 lx | 996.24 hPa | 18.21 °C | 95.70 RH % | 0.00 CO vout raw | inf CO rs ohm
14ms -> 14ms, 995ms -> 995ms, 997ms -> 997ms, 1000ms -> 1000ms, 0.00 LDR mV | 0.00 lx | 996.34 hPa | 18.20 °C | 95.70 RH % | 0.00 CO vout raw | inf CO rs ohm
14ms -> 14ms, 995ms -> 995ms, 997ms -> 997ms, 1000ms -> 1000ms, 0.00 LDR mV | 0.00 lx | 996.22 hPa | 18.20 °C | 95.70 RH % | 0.00 CO vout raw | inf CO rs ohm
